;Unnamed: 0;id;link;author;description;source;favorite_count;retweet_count;lang;tweet_type;user_statuses_count;user_friends_count;user_followers_count;"boost_value ";cleaned;token;re_stop;stem;join;polarity
1184;1184;1625;https://twitter.com/IbnManaf/statuses/1575359986578096128;IbnManaf;@PT_Transjakarta Selamat siang admin, Naik JakLingko apa bisa pake kartu Flazz?;Twitter for Android;0;0;in;reply;17;40;5;0;selamat siang admin naik jaklingko apa bisa pake kartu flazz;['selamat', 'siang', 'admin', 'naik', 'jaklingko', 'apa', 'bisa', 'pake', 'kartu', 'flazz'];['selamat', 'siang', 'admin', 'jaklingko', 'pake', 'kartu', 'flazz'];['selamat', 'siang', 'admin', 'jaklingko', 'pake', 'kartu', 'flazz'];selamat siang admin jaklingko pake kartu flazz;1
1185;1185;1626;https://twitter.com/yjisc/statuses/1575359552400535553;yjisc;gimana caranya buat ke cipIaz klender tp ga bayar aka. sedang ngubek2 rute jaklingko biar ga bayar 7k;Twitter Web App;0;0;in;original;10906;126;95;0;gimana caranya buat ke cipiaz klender tp ga bayar aka sedang ngubek rute jaklingko biar ga bayar;['gimana', 'caranya', 'buat', 'ke', 'cipiaz', 'klender', 'tp', 'ga', 'bayar', 'aka', 'sedang', 'ngubek', 'rute', 'jaklingko', 'biar', 'ga', 'bayar'];['gimana', 'cipiaz', 'klender', 'tp', 'ga', 'bayar', 'aka', 'ngubek', 'rute', 'jaklingko', 'biar', 'ga', 'bayar'];['gimana', 'cipiaz', 'klender', 'tp', 'ga', 'bayar', 'aka', 'ngubek', 'rute', 'jaklingko', 'biar', 'ga', 'bayar'];gimana cipiaz klender tp ga bayar aka ngubek rute jaklingko biar ga bayar;1
1186;1186;1627;https://twitter.com/midlenightsun/statuses/1575359491985801216;midlenightsun;@DukuhAtasBNI Kalo jaklingko itu ngetem juga ga sih?;Twitter for iPhone;0;0;in;reply;4439;457;281;0;kalo jaklingko itu ngetem juga ga sih;['kalo', 'jaklingko', 'itu', 'ngetem', 'juga', 'ga', 'sih'];['kalo', 'jaklingko', 'ngetem', 'ga', 'sih'];['kalo', 'jaklingko', 'ngetem', 'ga', 'sih'];kalo jaklingko ngetem ga sih;1
1187;1187;1629;https://twitter.com/pulu_yan/statuses/1575355475717066752;pulu_yan;"@TeddGus @aniesbaswedan Iya sih... Betul... ""Meluruskan Informasi"", kalo katanya Pa Anies bikin Jakarta semrawut, gue udah survey bnyk warga DKI yg pguna Transportasi Publik, mayoritas mereka puas dgn adanya JakLingko. Ini yg warga DKI beneran... Bukan Kodok dalam tempurung 😚";Twitter for Android;0;1;in;retweet;19018;1072;1065;0.093896714;iya sih betul meluruskan informasi kalo katanya pa anies bikin jakarta semrawut gue udah survey bnyk warga dki yg pguna transportasi publik mayoritas mereka puas dgn adanya jaklingko ini yg warga dki beneran bukan kodok dalam tempurung uoo;['iya', 'sih', 'betul', 'meluruskan', 'informasi', 'kalo', 'katanya', 'pa', 'anies', 'bikin', 'jakarta', 'semrawut', 'gue', 'udah', 'survey', 'bnyk', 'warga', 'dki', 'yg', 'pguna', 'transportasi', 'publik', 'mayoritas', 'mereka', 'puas', 'dgn', 'adanya', 'jaklingko', 'ini', 'yg', 'warga', 'dki', 'beneran', 'bukan', 'kodok', 'dalam', 'tempurung', 'uoo'];['iya', 'sih', 'meluruskan', 'informasi', 'kalo', 'pa', 'anies', 'bikin', 'jakarta', 'semrawut', 'gue', 'udah', 'survey', 'bnyk', 'warga', 'dki', 'pguna', 'transportasi', 'publik', 'mayoritas', 'puas', 'jaklingko', 'warga', 'dki', 'beneran', 'kodok', 'tempurung', 'uoo'];['iya', 'sih', 'lurus', 'informasi', 'kalo', 'pa', 'anies', 'bikin', 'jakarta', 'semrawut', 'gue', 'udah', 'survey', 'bnyk', 'warga', 'dki', 'pguna', 'transportasi', 'publik', 'mayoritas', 'puas', 'jaklingko', 'warga', 'dki', 'beneran', 'kodok', 'tempurung', 'uoo'];iya sih lurus informasi kalo pa anies bikin jakarta semrawut gue udah survey bnyk warga dki pguna transportasi publik mayoritas puas jaklingko warga dki beneran kodok tempurung uoo;1
1188;1188;1630;https://twitter.com/CommuterLine/statuses/1575353467668819968;CommuterLine;@opiknik Silakan dapat menggunakan Kartu Multi Trip (KMT), CommuterPay, kartu uang elektronik bank (Flazz BCA, Brizzi BRI, E-Money Mandiri, JakLingko selain terbitan Bank DKI, TapCash BNI), aplikasi LinkAja atau metode pembayaran Gopay pada fitur GoTransit di aplikasi Gojek. Trims. |2;Twitter Web App;0;0;in;reply;688610;172;976230;0;silakan dapat menggunakan kartu multi trip kmt commuterpay kartu uang elektronik bank flazz bca brizzi bri emoney mandiri jaklingko selain terbitan bank dki tapcash bni aplikasi linkaja atau metode pembayaran gopay pada fitur gotransit di aplikasi gojek trims;['silakan', 'dapat', 'menggunakan', 'kartu', 'multi', 'trip', 'kmt', 'commuterpay', 'kartu', 'uang', 'elektronik', 'bank', 'flazz', 'bca', 'brizzi', 'bri', 'emoney', 'mandiri', 'jaklingko', 'selain', 'terbitan', 'bank', 'dki', 'tapcash', 'bni', 'aplikasi', 'linkaja', 'atau', 'metode', 'pembayaran', 'gopay', 'pada', 'fitur', 'gotransit', 'di', 'aplikasi', 'gojek', 'trims'];['silakan', 'kartu', 'multi', 'trip', 'kmt', 'commuterpay', 'kartu', 'uang', 'elektronik', 'bank', 'flazz', 'bca', 'brizzi', 'bri', 'emoney', 'mandiri', 'jaklingko', 'terbitan', 'bank', 'dki', 'tapcash', 'bni', 'aplikasi', 'linkaja', 'metode', 'pembayaran', 'gopay', 'fitur', 'gotransit', 'aplikasi', 'gojek', 'trims'];['sila', 'kartu', 'multi', 'trip', 'kmt', 'commuterpay', 'kartu', 'uang', 'elektronik', 'bank', 'flazz', 'bca', 'brizzi', 'bri', 'emoney', 'mandiri', 'jaklingko', 'terbit', 'bank', 'dki', 'tapcash', 'bni', 'aplikasi', 'linkaja', 'metode', 'bayar', 'gopay', 'fitur', 'gotransit', 'aplikasi', 'gojek', 'trims'];sila kartu multi trip kmt commuterpay kartu uang elektronik bank flazz bca brizzi bri emoney mandiri jaklingko terbit bank dki tapcash bni aplikasi linkaja metode bayar gopay fitur gotransit aplikasi gojek trims;0
1189;1189;1631;https://twitter.com/abibeeh/statuses/1575347280856875008;abibeeh;@TinyTurtleHide @ientanayoe13 Bemo jelas susah karena pengelolaannya masih swasta dan tidak tersentral. Kecuali mau dibikin kaya jaklingko di jkt;Twitter for Android;0;0;in;reply;4387;448;226;0;bemo jelas susah karena pengelolaannya masih swasta dan tidak tersentral kecuali mau dibikin kaya jaklingko di jkt;['bemo', 'jelas', 'susah', 'karena', 'pengelolaannya', 'masih', 'swasta', 'dan', 'tidak', 'tersentral', 'kecuali', 'mau', 'dibikin', 'kaya', 'jaklingko', 'di', 'jkt'];['bemo', 'susah', 'pengelolaannya', 'swasta', 'tersentral', 'kecuali', 'dibikin', 'kaya', 'jaklingko', 'jkt'];['bemo', 'susah', 'kelola', 'swasta', 'sentral', 'kecuali', 'bikin', 'kaya', 'jaklingko', 'jkt'];bemo susah kelola swasta sentral kecuali bikin kaya jaklingko jkt;0
1190;1190;1632;https://twitter.com/bursiali1/statuses/1575346881231671296;bursiali1;"@ekowboy2 MRT &amp; TransJ itu produk JkwAhok… jgn coba2 Abud Yaman klaim… yg buatan Aibon itu JakLingko yg gak bermanfaat… paham..!";Twitter for iPhone;1;0;in;reply;1296;107;7;1;mrt transj itu produk jkwahok jgn coba abud yaman klaim yg buatan aibon itu jaklingko yg gak bermanfaat paham;['mrt', 'transj', 'itu', 'produk', 'jkwahok', 'jgn', 'coba', 'abud', 'yaman', 'klaim', 'yg', 'buatan', 'aibon', 'itu', 'jaklingko', 'yg', 'gak', 'bermanfaat', 'paham'];['mrt', 'transj', 'produk', 'jkwahok', 'jgn', 'coba', 'abud', 'yaman', 'klaim', 'buatan', 'aibon', 'jaklingko', 'gak', 'bermanfaat', 'paham'];['mrt', 'transj', 'produk', 'jkwahok', 'jgn', 'coba', 'abud', 'yaman', 'klaim', 'buat', 'aibon', 'jaklingko', 'gak', 'manfaat', 'paham'];mrt transj produk jkwahok jgn coba abud yaman klaim buat aibon jaklingko gak manfaat paham;0
1191;1191;1633;https://twitter.com/lrtjkt/statuses/1575345680201416704;lrtjkt;@cbsstory @OfficialLRTA @mrtjakarta @PT_Transjakarta Halo kak selamat siang, LRT Jakarta saat ini baru melayani rute Kelapa Gading - Rawamangun saja. Pembayarannya bisa menggunakan Kartu Uang Elektonik, aplikasi LinkAja dan aplikasi JakLingko. Mohon maaf untuk pembayaran dengan kartu MRT belum bisa ya kak😊🙏;Twitter Web App;0;0;in;reply;1695;38;13436;0;halo kak selamat siang lrt jakarta saat ini baru melayani rute kelapa gading rawamangun saja pembayarannya bisa menggunakan kartu uang elektonik aplikasi linkaja dan aplikasi jaklingko mohon maaf untuk pembayaran dengan kartu mrt belum bisa ya kakuoauoe;['halo', 'kak', 'selamat', 'siang', 'lrt', 'jakarta', 'saat', 'ini', 'baru', 'melayani', 'rute', 'kelapa', 'gading', 'rawamangun', 'saja', 'pembayarannya', 'bisa', 'menggunakan', 'kartu', 'uang', 'elektonik', 'aplikasi', 'linkaja', 'dan', 'aplikasi', 'jaklingko', 'mohon', 'maaf', 'untuk', 'pembayaran', 'dengan', 'kartu', 'mrt', 'belum', 'bisa', 'ya', 'kakuoauoe'];['halo', 'kak', 'selamat', 'siang', 'lrt', 'jakarta', 'melayani', 'rute', 'kelapa', 'gading', 'rawamangun', 'pembayarannya', 'kartu', 'uang', 'elektonik', 'aplikasi', 'linkaja', 'aplikasi', 'jaklingko', 'mohon', 'maaf', 'pembayaran', 'kartu', 'mrt', 'ya', 'kakuoauoe'];['halo', 'kak', 'selamat', 'siang', 'lrt', 'jakarta', 'layan', 'rute', 'kelapa', 'gading', 'rawamangun', 'bayar', 'kartu', 'uang', 'elektonik', 'aplikasi', 'linkaja', 'aplikasi', 'jaklingko', 'mohon', 'maaf', 'bayar', 'kartu', 'mrt', 'ya', 'kakuoauoe'];halo kak selamat siang lrt jakarta layan rute kelapa gading rawamangun bayar kartu uang elektonik aplikasi linkaja aplikasi jaklingko mohon maaf bayar kartu mrt ya kakuoauoe;0
1192;1192;1634;https://twitter.com/CommuterLine/statuses/1575345199756083200;CommuterLine;@lian2931 Selamat siang, mohon maaf, untuk Kartu JakLingko terbitan Bank DKI belum dapat digunakan untuk pembayaran perjalanan KRL, Kak. Trims.;Sociomedio Pro Enterprise;0;0;in;reply;688610;172;976230;0;selamat siang mohon maaf untuk kartu jaklingko terbitan bank dki belum dapat digunakan untuk pembayaran perjalanan krl kak trims;['selamat', 'siang', 'mohon', 'maaf', 'untuk', 'kartu', 'jaklingko', 'terbitan', 'bank', 'dki', 'belum', 'dapat', 'digunakan', 'untuk', 'pembayaran', 'perjalanan', 'krl', 'kak', 'trims'];['selamat', 'siang', 'mohon', 'maaf', 'kartu', 'jaklingko', 'terbitan', 'bank', 'dki', 'pembayaran', 'perjalanan', 'krl', 'kak', 'trims'];['selamat', 'siang', 'mohon', 'maaf', 'kartu', 'jaklingko', 'terbit', 'bank', 'dki', 'bayar', 'jalan', 'krl', 'kak', 'trims'];selamat siang mohon maaf kartu jaklingko terbit bank dki bayar jalan krl kak trims;1
1193;1193;1635;https://twitter.com/Azmi_ziknur/statuses/1575342120982163456;Azmi_ziknur;@convomf Kalo kamu punya kartu jaklingko mending naik busway sampe rawabuaya. Nanti disitu naik jak80 sampe tujuan ahkir.;Twitter for Android;0;0;in;reply;32569;911;621;0;kalo kamu punya kartu jaklingko mending naik busway sampe rawabuaya nanti disitu naik jak sampe tujuan ahkir;['kalo', 'kamu', 'punya', 'kartu', 'jaklingko', 'mending', 'naik', 'busway', 'sampe', 'rawabuaya', 'nanti', 'disitu', 'naik', 'jak', 'sampe', 'tujuan', 'ahkir'];['kalo', 'kartu', 'jaklingko', 'mending', 'busway', 'sampe', 'rawabuaya', 'disitu', 'jak', 'sampe', 'tujuan', 'ahkir'];['kalo', 'kartu', 'jaklingko', 'mending', 'busway', 'sampe', 'rawabuaya', 'situ', 'jak', 'sampe', 'tuju', 'ahkir'];kalo kartu jaklingko mending busway sampe rawabuaya situ jak sampe tuju ahkir;1
1194;1194;1636;https://twitter.com/72Gar7/statuses/1575338865501798401;72Gar7;@STUDSGUY @randhilicious Jaman ahok tuh angkot msh ngetem, pakenya bis metromini yg ga layak jalan. Dijaman Anies jaklingko anti ngetem krn supir DIGAJI. Penumpang aman krn mobilnya PAKE AC.  Anies MEROMBAK bukannya meneruskan ahok. Mana mau ahok gaji supir angkot?  Badut kok ngaku2 ini warisan ahok??🤣;Twitter for Android;1;0;in;reply;19585;637;282;1;jaman ahok tuh angkot msh ngetem pakenya bis metromini yg ga layak jalan dijaman anies jaklingko anti ngetem krn supir digaji penumpang aman krn mobilnya pake ac anies merombak bukannya meneruskan ahok mana mau ahok gaji supir angkot badut kok ngaku ini warisan ahok;['jaman', 'ahok', 'tuh', 'angkot', 'msh', 'ngetem', 'pakenya', 'bis', 'metromini', 'yg', 'ga', 'layak', 'jalan', 'dijaman', 'anies', 'jaklingko', 'anti', 'ngetem', 'krn', 'supir', 'digaji', 'penumpang', 'aman', 'krn', 'mobilnya', 'pake', 'ac', 'anies', 'merombak', 'bukannya', 'meneruskan', 'ahok', 'mana', 'mau', 'ahok', 'gaji', 'supir', 'angkot', 'badut', 'kok', 'ngaku', 'ini', 'warisan', 'ahok'];['jaman', 'ahok', 'tuh', 'angkot', 'msh', 'ngetem', 'pakenya', 'bis', 'metromini', 'ga', 'layak', 'jalan', 'dijaman', 'anies', 'jaklingko', 'anti', 'ngetem', 'supir', 'digaji', 'penumpang', 'aman', 'mobilnya', 'pake', 'ac', 'anies', 'merombak', 'meneruskan', 'ahok', 'ahok', 'gaji', 'supir', 'angkot', 'badut', 'ngaku', 'warisan', 'ahok'];['jaman', 'ahok', 'tuh', 'angkot', 'msh', 'ngetem', 'pakenya', 'bis', 'metromini', 'ga', 'layak', 'jalan', 'jam', 'anies', 'jaklingko', 'anti', 'ngetem', 'supir', 'gaji', 'tumpang', 'aman', 'mobil', 'pake', 'ac', 'anies', 'rombak', 'terus', 'ahok', 'ahok', 'gaji', 'supir', 'angkot', 'badut', 'ngaku', 'waris', 'ahok'];jaman ahok tuh angkot msh ngetem pakenya bis metromini ga layak jalan jam anies jaklingko anti ngetem supir gaji tumpang aman mobil pake ac anies rombak terus ahok ahok gaji supir angkot badut ngaku waris ahok;0
1195;1195;1637;https://twitter.com/72Gar7/statuses/1575338216882053120;72Gar7;@STUDSGUY @randhilicious Program itu diblg berhasil atau tdk dilihat hasil akhirnya.  Kenyamanan yg diberikan dr pemda JKT dgn jaklingko tujuannya tuk menarik warga lbh suka pake angkot. Sehingga pengguna TJ bs mencapai 1juta penumpang /hari. Jokowi-ahok-jarot gebrakannya apa?  Kok tiba2 blg warisan. Oon;Twitter for Android;1;0;in;reply;19585;637;282;1;program itu diblg berhasil atau tdk dilihat hasil akhirnya kenyamanan yg diberikan dr pemda jkt dgn jaklingko tujuannya tuk menarik warga lbh suka pake angkot sehingga pengguna tj bs mencapai juta penumpang hari jokowiahokjarot gebrakannya apa kok tiba blg warisan oon;['program', 'itu', 'diblg', 'berhasil', 'atau', 'tdk', 'dilihat', 'hasil', 'akhirnya', 'kenyamanan', 'yg', 'diberikan', 'dr', 'pemda', 'jkt', 'dgn', 'jaklingko', 'tujuannya', 'tuk', 'menarik', 'warga', 'lbh', 'suka', 'pake', 'angkot', 'sehingga', 'pengguna', 'tj', 'bs', 'mencapai', 'juta', 'penumpang', 'hari', 'jokowiahokjarot', 'gebrakannya', 'apa', 'kok', 'tiba', 'blg', 'warisan', 'oon'];['program', 'diblg', 'berhasil', 'tdk', 'hasil', 'kenyamanan', 'pemda', 'jkt', 'jaklingko', 'tujuannya', 'tuk', 'menarik', 'warga', 'lbh', 'suka', 'pake', 'angkot', 'pengguna', 'bs', 'mencapai', 'juta', 'penumpang', 'jokowiahokjarot', 'gebrakannya', 'blg', 'warisan', 'oon'];['program', 'diblg', 'hasil', 'tdk', 'hasil', 'nyaman', 'pemda', 'jkt', 'jaklingko', 'tuju', 'tuk', 'tarik', 'warga', 'lbh', 'suka', 'pake', 'angkot', 'guna', 'bs', 'capai', 'juta', 'tumpang', 'jokowiahokjarot', 'gebrak', 'blg', 'waris', 'oon'];program diblg hasil tdk hasil nyaman pemda jkt jaklingko tuju tuk tarik warga lbh suka pake angkot guna bs capai juta tumpang jokowiahokjarot gebrak blg waris oon;1
1196;1196;1638;https://twitter.com/arlinamay/statuses/1575336872217575424;arlinamay;"@hrdbacot klo lagi pengen hemat banget harusnya bisa naek gojek/grab jadi naek jaklingko yg Rp 0. jadi sehari ngeluarin ongkos cuma 7rb PP naek Tije :"")";Twitter Web App;0;0;in;reply;1754;148;89;0;klo lagi pengen hemat banget harusnya bisa naek gojekgrab jadi naek jaklingko yg rp jadi sehari ngeluarin ongkos cuma rb pp naek tije;['klo', 'lagi', 'pengen', 'hemat', 'banget', 'harusnya', 'bisa', 'naek', 'gojekgrab', 'jadi', 'naek', 'jaklingko', 'yg', 'rp', 'jadi', 'sehari', 'ngeluarin', 'ongkos', 'cuma', 'rb', 'pp', 'naek', 'tije'];['klo', 'pengen', 'hemat', 'banget', 'naek', 'gojekgrab', 'naek', 'jaklingko', 'rp', 'sehari', 'ngeluarin', 'ongkos', 'rb', 'pp', 'naek', 'tije'];['klo', 'ken', 'hemat', 'banget', 'naek', 'gojekgrab', 'naek', 'jaklingko', 'rp', 'hari', 'ngeluarin', 'ongkos', 'rb', 'pp', 'naek', 'tije'];klo ken hemat banget naek gojekgrab naek jaklingko rp hari ngeluarin ongkos rb pp naek tije;1
1197;1197;1639;https://twitter.com/i_listensilent/statuses/1575332269304164352;i_listensilent;@PT_Transjakarta Min kalo beli kartu jaklingko terdekat dr pejaten barat dimana yaa?;Twitter Web App;0;0;in;original;53;101;6;0;min kalo beli kartu jaklingko terdekat dr pejaten barat dimana yaa;['min', 'kalo', 'beli', 'kartu', 'jaklingko', 'terdekat', 'dr', 'pejaten', 'barat', 'dimana', 'yaa'];['min', 'kalo', 'beli', 'kartu', 'jaklingko', 'terdekat', 'pejaten', 'barat', 'dimana', 'yaa'];['min', 'kalo', 'beli', 'kartu', 'jaklingko', 'dekat', 'pejaten', 'barat', 'mana', 'yaa'];min kalo beli kartu jaklingko dekat pejaten barat mana yaa;1
1198;1198;1640;https://twitter.com/BetawiKorea/statuses/1575331473519181827;BetawiKorea;upaya pemprov ngurangin polusi tuh banyak! warganya yg cooperative juga kalo emang satu tujuan aka gamau banyak polusi... trans yg dulu angkot sekarang jaklingko tuh udah gratis.... semua tiket MRT, TJ juga bisa pake qr online;Twitter for Android;1;0;in;reply;146684;992;2204;1;upaya pemprov ngurangin polusi tuh banyak warganya yg cooperative juga kalo emang satu tujuan aka gamau banyak polusi trans yg dulu angkot sekarang jaklingko tuh udah gratis semua tiket mrt tj juga bisa pake qr online;['upaya', 'pemprov', 'ngurangin', 'polusi', 'tuh', 'banyak', 'warganya', 'yg', 'cooperative', 'juga', 'kalo', 'emang', 'satu', 'tujuan', 'aka', 'gamau', 'banyak', 'polusi', 'trans', 'yg', 'dulu', 'angkot', 'sekarang', 'jaklingko', 'tuh', 'udah', 'gratis', 'semua', 'tiket', 'mrt', 'tj', 'juga', 'bisa', 'pake', 'qr', 'online'];['upaya', 'pemprov', 'ngurangin', 'polusi', 'tuh', 'warganya', 'cooperative', 'kalo', 'emang', 'tujuan', 'aka', 'gamau', 'polusi', 'trans', 'angkot', 'jaklingko', 'tuh', 'udah', 'gratis', 'tiket', 'mrt', 'pake', 'qr', 'online'];['upaya', 'pemprov', 'ngurangin', 'polusi', 'tuh', 'warga', 'cooperative', 'kalo', 'emang', 'tuju', 'aka', 'gamau', 'polusi', 'trans', 'angkot', 'jaklingko', 'tuh', 'udah', 'gratis', 'tiket', 'mrt', 'pake', 'qr', 'online'];upaya pemprov ngurangin polusi tuh warga cooperative kalo emang tuju aka gamau polusi trans angkot jaklingko tuh udah gratis tiket mrt pake qr online;0
1199;1199;1641;https://twitter.com/Mini31300172/statuses/1575327340451680261;Mini31300172;@PT_Transjakarta Kenapa sih jaklingko sering tidak memudahkan bagi anak sekolah sd kita naik dengan ortunya otomatis tap perlu waktu, lbh baik tap nya pindahin kebelakang, kadang ada supir yg baik naik titip tap ke supirnya YANG BAIK, yg ngerti, ngejar kilometer supaya gajian .;Twitter for Android;0;0;in;reply;25;16;1;0;kenapa sih jaklingko sering tidak memudahkan bagi anak sekolah sd kita naik dengan ortunya otomatis tap perlu waktu lbh baik tap nya pindahin kebelakang kadang ada supir yg baik naik titip tap ke supirnya yang baik yg ngerti ngejar kilometer supaya gajian;['kenapa', 'sih', 'jaklingko', 'sering', 'tidak', 'memudahkan', 'bagi', 'anak', 'sekolah', 'sd', 'kita', 'naik', 'dengan', 'ortunya', 'otomatis', 'tap', 'perlu', 'waktu', 'lbh', 'baik', 'tap', 'nya', 'pindahin', 'kebelakang', 'kadang', 'ada', 'supir', 'yg', 'baik', 'naik', 'titip', 'tap', 'ke', 'supirnya', 'yang', 'baik', 'yg', 'ngerti', 'ngejar', 'kilometer', 'supaya', 'gajian'];['sih', 'jaklingko', 'memudahkan', 'anak', 'sekolah', 'sd', 'ortunya', 'otomatis', 'tap', 'lbh', 'tap', 'nya', 'pindahin', 'kebelakang', 'kadang', 'supir', 'titip', 'tap', 'supirnya', 'ngerti', 'ngejar', 'kilometer', 'gajian'];['sih', 'jaklingko', 'mudah', 'anak', 'sekolah', 'sd', 'ortunya', 'otomatis', 'tap', 'lbh', 'tap', 'nya', 'pindahin', 'belakang', 'kadang', 'supir', 'titip', 'tap', 'supirnya', 'ngerti', 'ngejar', 'kilometer', 'gaji'];sih jaklingko mudah anak sekolah sd ortunya otomatis tap lbh tap nya pindahin belakang kadang supir titip tap supirnya ngerti ngejar kilometer gaji;0
1200;1200;1642;https://twitter.com/dannyhysx/statuses/1575325965798211584;dannyhysx;@PT_Transjakarta halo, mau kasih laporan fakta di lapangan ya min. Kasian tadi liat bapak2 mau beli kartu jaklingko tapi kesusahan karena gada uang pas. Padahal dia punya 50k, sayangnya mesin tidak bisa memberikan kembalian. Pas mau minta uang pecahan tapi pihak TJ gak nyediain.;Twitter for Android;0;0;in;original;321;44;4;0;halo mau kasih laporan fakta di lapangan ya min kasian tadi liat bapak mau beli kartu jaklingko tapi kesusahan karena gada uang pas padahal dia punya k sayangnya mesin tidak bisa memberikan kembalian pas mau minta uang pecahan tapi pihak tj gak nyediain;['halo', 'mau', 'kasih', 'laporan', 'fakta', 'di', 'lapangan', 'ya', 'min', 'kasian', 'tadi', 'liat', 'bapak', 'mau', 'beli', 'kartu', 'jaklingko', 'tapi', 'kesusahan', 'karena', 'gada', 'uang', 'pas', 'padahal', 'dia', 'punya', 'k', 'sayangnya', 'mesin', 'tidak', 'bisa', 'memberikan', 'kembalian', 'pas', 'mau', 'minta', 'uang', 'pecahan', 'tapi', 'pihak', 'tj', 'gak', 'nyediain'];['halo', 'kasih', 'laporan', 'fakta', 'lapangan', 'ya', 'min', 'kasian', 'liat', 'beli', 'kartu', 'jaklingko', 'kesusahan', 'gada', 'uang', 'pas', 'k', 'sayangnya', 'mesin', 'kembalian', 'pas', 'uang', 'pecahan', 'gak', 'nyediain'];['halo', 'kasih', 'lapor', 'fakta', 'lapang', 'ya', 'min', 'kasi', 'liat', 'beli', 'kartu', 'jaklingko', 'susah', 'gada', 'uang', 'pas', 'k', 'sayang', 'mesin', 'kembali', 'pas', 'uang', 'pecah', 'gak', 'nyediain'];halo kasih lapor fakta lapang ya min kasi liat beli kartu jaklingko susah gada uang pas k sayang mesin kembali pas uang pecah gak nyediain;1
1201;1201;1643;https://twitter.com/dannyhysx/statuses/1575320170364817408;dannyhysx;@PT_Transjakarta halo min, kenapa kartu jaklingko mandiri gak bisa buat Tapin/out ya di beberapa angkot jaklingko 42? Sy harap mesin Tapin/out nya disamaratakan ya.;Twitter for Android;0;0;in;original;321;44;4;0;halo min kenapa kartu jaklingko mandiri gak bisa buat tapinout ya di beberapa angkot jaklingko sy harap mesin tapinout nya disamaratakan ya;['halo', 'min', 'kenapa', 'kartu', 'jaklingko', 'mandiri', 'gak', 'bisa', 'buat', 'tapinout', 'ya', 'di', 'beberapa', 'angkot', 'jaklingko', 'sy', 'harap', 'mesin', 'tapinout', 'nya', 'disamaratakan', 'ya'];['halo', 'min', 'kartu', 'jaklingko', 'mandiri', 'gak', 'tapinout', 'ya', 'angkot', 'jaklingko', 'sy', 'harap', 'mesin', 'tapinout', 'nya', 'disamaratakan', 'ya'];['halo', 'min', 'kartu', 'jaklingko', 'mandiri', 'gak', 'tapinout', 'ya', 'angkot', 'jaklingko', 'sy', 'harap', 'mesin', 'tapinout', 'nya', 'disamaratakan', 'ya'];halo min kartu jaklingko mandiri gak tapinout ya angkot jaklingko sy harap mesin tapinout nya disamaratakan ya;1
1202;1202;1644;https://twitter.com/mofaisalakbar/statuses/1575315257861734400;mofaisalakbar;@bandacatturas Mending pengelolaan bis sekolah dikasih ke operator jaklingko biar lebih berfaedah dampaknya;Twitter for iPhone;1;0;in;reply;32227;933;1792;1;mending pengelolaan bis sekolah dikasih ke operator jaklingko biar lebih berfaedah dampaknya;['mending', 'pengelolaan', 'bis', 'sekolah', 'dikasih', 'ke', 'operator', 'jaklingko', 'biar', 'lebih', 'berfaedah', 'dampaknya'];['mending', 'pengelolaan', 'bis', 'sekolah', 'dikasih', 'operator', 'jaklingko', 'biar', 'berfaedah', 'dampaknya'];['mending', 'kelola', 'bis', 'sekolah', 'kasih', 'operator', 'jaklingko', 'biar', 'faedah', 'dampak'];mending kelola bis sekolah kasih operator jaklingko biar faedah dampak;0
1203;1203;1645;https://twitter.com/WarsinoSlank4/statuses/1575309531198140418;WarsinoSlank4;@ekowboy2 Pokoknya pak Abas hebatlah.di tangan pak Abas, jkt punya MRT, LRT. Pada hal dulu cuma ada jaklingko.😄;Twitter for Android;0;0;in;reply;512;66;9;0;pokoknya pak abas hebatlahdi tangan pak abas jkt punya mrt lrt pada hal dulu cuma ada jaklingkouon;['pokoknya', 'pak', 'abas', 'hebatlahdi', 'tangan', 'pak', 'abas', 'jkt', 'punya', 'mrt', 'lrt', 'pada', 'hal', 'dulu', 'cuma', 'ada', 'jaklingkouon'];['pokoknya', 'abas', 'hebatlahdi', 'tangan', 'abas', 'jkt', 'mrt', 'lrt', 'jaklingkouon'];['pokok', 'abas', 'hebatlahdi', 'tangan', 'abas', 'jkt', 'mrt', 'lrt', 'jaklingkouon'];pokok abas hebatlahdi tangan abas jkt mrt lrt jaklingkouon;1
