,id,link,author,description,source,favorite_count,retweet_count,lang,tweet_type,user_statuses_count,user_friends_count,user_followers_count,boost_value ,token,re_stop,stem,join
368,369,https://twitter.com/Mini31300172/statuses/1575327340451680261,Mini31300172,kenapa sih jaklingko sering tidak memudahkan bagi anak sekolah sd kita naik dengan ortunya otomatis tap perlu waktu lbh baik tap nya pindahin kebelakang kadang ada supir yg baik naik titip tap ke supirnya yang baik yg ngerti ngejar kilometer supaya gajian  ,Twitter for Android,0,0,in,reply,25,16,1,0,"['kenapa', 'sih', 'jaklingko', 'sering', 'tidak', 'memudahkan', 'bagi', 'anak', 'sekolah', 'sd', 'kita', 'naik', 'dengan', 'ortunya', 'otomatis', 'tap', 'perlu', 'waktu', 'lbh', 'baik', 'tap', 'nya', 'pindahin', 'kebelakang', 'kadang', 'ada', 'supir', 'yg', 'baik', 'naik', 'titip', 'tap', 'ke', 'supirnya', 'yang', 'baik', 'yg', 'ngerti', 'ngejar', 'kilometer', 'supaya', 'gajian']","['sih', 'jaklingko', 'memudahkan', 'anak', 'sekolah', 'sd', 'ortunya', 'otomatis', 'tap', 'lbh', 'tap', 'nya', 'pindahin', 'kebelakang', 'kadang', 'supir', 'titip', 'tap', 'supirnya', 'ngerti', 'ngejar', 'kilometer', 'gajian']","['sih', 'jaklingko', 'mudah', 'anak', 'sekolah', 'sd', 'ortunya', 'otomatis', 'tap', 'lbh', 'tap', 'nya', 'pindahin', 'belakang', 'kadang', 'supir', 'titip', 'tap', 'supirnya', 'ngerti', 'ngejar', 'kilometer', 'gaji']",sih jaklingko mudah anak sekolah sd ortunya otomatis tap lbh tap nya pindahin belakang kadang supir titip tap supirnya ngerti ngejar kilometer gaji
369,370,https://twitter.com/dannyhysx/statuses/1575325965798211584,dannyhysx,halo mau kasih laporan fakta di lapangan ya min kasian tadi liat bapak mau beli kartu jaklingko tapi kesusahan karena gada uang pas padahal dia punyasayangnya mesin tidak bisa memberikan kembalian pas mau minta uang pecahan tapi pihak tj gak nyediain ,Twitter for Android,0,0,in,original,321,44,4,0,"['halo', 'mau', 'kasih', 'laporan', 'fakta', 'di', 'lapangan', 'ya', 'min', 'kasian', 'tadi', 'liat', 'bapak', 'mau', 'beli', 'kartu', 'jaklingko', 'tapi', 'kesusahan', 'karena', 'gada', 'uang', 'pas', 'padahal', 'dia', 'punyasayangnya', 'mesin', 'tidak', 'bisa', 'memberikan', 'kembalian', 'pas', 'mau', 'minta', 'uang', 'pecahan', 'tapi', 'pihak', 'tj', 'gak', 'nyediain']","['halo', 'kasih', 'laporan', 'fakta', 'lapangan', 'ya', 'min', 'kasian', 'liat', 'beli', 'kartu', 'jaklingko', 'kesusahan', 'gada', 'uang', 'pas', 'punyasayangnya', 'mesin', 'kembalian', 'pas', 'uang', 'pecahan', 'gak', 'nyediain']","['halo', 'kasih', 'lapor', 'fakta', 'lapang', 'ya', 'min', 'kasi', 'liat', 'beli', 'kartu', 'jaklingko', 'susah', 'gada', 'uang', 'pas', 'punyasayangnya', 'mesin', 'kembali', 'pas', 'uang', 'pecah', 'gak', 'nyediain']",halo kasih lapor fakta lapang ya min kasi liat beli kartu jaklingko susah gada uang pas punyasayangnya mesin kembali pas uang pecah gak nyediain
370,371,https://twitter.com/dannyhysx/statuses/1575320170364817408,dannyhysx,halo min kenapa kartu jaklingko mandiri gak bisa buat tapinout ya di beberapa angkot jaklingko  sy harap mesin tapinout nya disamaratakan ya ,Twitter for Android,0,0,in,original,321,44,4,0,"['halo', 'min', 'kenapa', 'kartu', 'jaklingko', 'mandiri', 'gak', 'bisa', 'buat', 'tapinout', 'ya', 'di', 'beberapa', 'angkot', 'jaklingko', 'sy', 'harap', 'mesin', 'tapinout', 'nya', 'disamaratakan', 'ya']","['halo', 'min', 'kartu', 'jaklingko', 'mandiri', 'gak', 'tapinout', 'ya', 'angkot', 'jaklingko', 'sy', 'harap', 'mesin', 'tapinout', 'nya', 'disamaratakan', 'ya']","['halo', 'min', 'kartu', 'jaklingko', 'mandiri', 'gak', 'tapinout', 'ya', 'angkot', 'jaklingko', 'sy', 'harap', 'mesin', 'tapinout', 'nya', 'disamaratakan', 'ya']",halo min kartu jaklingko mandiri gak tapinout ya angkot jaklingko sy harap mesin tapinout nya disamaratakan ya
371,372,https://twitter.com/mofaisalakbar/statuses/1575315257861734400,mofaisalakbar,mending pengelolaan bis sekolah dikasih ke operator jaklingko biar lebih berfaedah dampaknya ,Twitter for iPhone,1,0,in,reply,32227,933,1792,"0,055803571","['mending', 'pengelolaan', 'bis', 'sekolah', 'dikasih', 'ke', 'operator', 'jaklingko', 'biar', 'lebih', 'berfaedah', 'dampaknya']","['mending', 'pengelolaan', 'bis', 'sekolah', 'dikasih', 'operator', 'jaklingko', 'biar', 'berfaedah', 'dampaknya']","['mending', 'kelola', 'bis', 'sekolah', 'kasih', 'operator', 'jaklingko', 'biar', 'faedah', 'dampak']",mending kelola bis sekolah kasih operator jaklingko biar faedah dampak
372,373,https://twitter.com/WarsinoSlank4/statuses/1575309531198140418,WarsinoSlank4,pokoknya pak abas hebatlahdi tangan pak abas jkt punya mrt lrt pada hal dulu cuma ada jaklingko ,Twitter for Android,0,0,in,reply,512,66,9,0,"['pokoknya', 'pak', 'abas', 'hebatlahdi', 'tangan', 'pak', 'abas', 'jkt', 'punya', 'mrt', 'lrt', 'pada', 'hal', 'dulu', 'cuma', 'ada', 'jaklingko']","['pokoknya', 'abas', 'hebatlahdi', 'tangan', 'abas', 'jkt', 'mrt', 'lrt', 'jaklingko']","['pokok', 'abas', 'hebatlahdi', 'tangan', 'abas', 'jkt', 'mrt', 'lrt', 'jaklingko']",pokok abas hebatlahdi tangan abas jkt mrt lrt jaklingko
373,374,https://twitter.com/adedian36/statuses/1575308107076739073,adedian36,kalo anies mah jakpreneur kmarin liat sendiri pamerannya di festival ini jakarta di kotu liat quote reply like soal jaklingko jg mayoritas yg puas itu anak muda ,Twitter Web App,0,4,in,retweet,10539,290,168,"2,380952381","['kalo', 'anies', 'mah', 'jakpreneur', 'kmarin', 'liat', 'sendiri', 'pamerannya', 'di', 'festival', 'ini', 'jakarta', 'di', 'kotu', 'liat', 'quote', 'reply', 'like', 'soal', 'jaklingko', 'jg', 'mayoritas', 'yg', 'puas', 'itu', 'anak', 'muda']","['kalo', 'anies', 'mah', 'jakpreneur', 'kmarin', 'liat', 'pamerannya', 'festival', 'jakarta', 'kotu', 'liat', 'quote', 'reply', 'like', 'jaklingko', 'jg', 'mayoritas', 'puas', 'anak', 'muda']","['kalo', 'anies', 'mah', 'jakpreneur', 'kmarin', 'liat', 'pamer', 'festival', 'jakarta', 'kotu', 'liat', 'quote', 'reply', 'like', 'jaklingko', 'jg', 'mayoritas', 'puas', 'anak', 'muda']",kalo anies mah jakpreneur kmarin liat pamer festival jakarta kotu liat quote reply like jaklingko jg mayoritas puas anak muda
374,375,https://twitter.com/susy_hrpuspita/statuses/1575305876122275841,susy_hrpuspita,sdh dulu utk pagi ini bermedsos aku mau beli tanah utk tanaman yg kemarin ibuku bawa dr muridnya mau coba naik jaklingko aku mau tahu apa sdh berubah itu supirnya  belum ya ,Twitter for Android,2,0,in,original,1765,641,577,"0,346620451","['sdh', 'dulu', 'utk', 'pagi', 'ini', 'bermedsos', 'aku', 'mau', 'beli', 'tanah', 'utk', 'tanaman', 'yg', 'kemarin', 'ibuku', 'bawa', 'dr', 'muridnya', 'mau', 'coba', 'naik', 'jaklingko', 'aku', 'mau', 'tahu', 'apa', 'sdh', 'berubah', 'itu', 'supirnya', 'belum', 'ya']","['sdh', 'utk', 'pagi', 'bermedsos', 'beli', 'tanah', 'utk', 'tanaman', 'kemarin', 'ibuku', 'bawa', 'muridnya', 'coba', 'jaklingko', 'sdh', 'berubah', 'supirnya', 'ya']","['sdh', 'utk', 'pagi', 'bermedsos', 'beli', 'tanah', 'utk', 'tanam', 'kemarin', 'ibu', 'bawa', 'murid', 'coba', 'jaklingko', 'sdh', 'ubah', 'supirnya', 'ya']",sdh utk pagi bermedsos beli tanah utk tanam kemarin ibu bawa murid coba jaklingko sdh ubah supirnya ya
375,376,https://twitter.com/dol_adeuleleble/statuses/1575300085130268672,dol_adeuleleble,mon maap aku suka transport jaklingko wkwkwkwkwk ,Twitter for Android,0,0,in,reply,8857,185,54,0,"['mon', 'maap', 'aku', 'suka', 'transport', 'jaklingko', 'wkwkwkwkwk']","['mon', 'maap', 'suka', 'transport', 'jaklingko']","['mon', 'maap', 'suka', 'transport', 'jaklingko']",mon maap suka transport jaklingko
376,377,https://twitter.com/randhilicious/statuses/1575297714774220806,randhilicious,klo pa anies dgn konsep jaklingko angkot mikrotrans bisa dilacak posisi estimasinya pakai aplikasi jaklingko jd jelas beda konsep yg matang planningnya sama konsep yg asal jadi alias pencitraan doang ,Twitter for Android,0,0,in,reply,11224,369,762,0,"['klo', 'pa', 'anies', 'dgn', 'konsep', 'jaklingko', 'angkot', 'mikrotrans', 'bisa', 'dilacak', 'posisi', 'estimasinya', 'pakai', 'aplikasi', 'jaklingko', 'jd', 'jelas', 'beda', 'konsep', 'yg', 'matang', 'planningnya', 'sama', 'konsep', 'yg', 'asal', 'jadi', 'alias', 'pencitraan', 'doang']","['klo', 'pa', 'anies', 'konsep', 'jaklingko', 'angkot', 'mikrotrans', 'dilacak', 'posisi', 'estimasinya', 'pakai', 'aplikasi', 'jaklingko', 'jd', 'beda', 'konsep', 'matang', 'planningnya', 'konsep', 'alias', 'pencitraan', 'doang']","['klo', 'pa', 'anies', 'konsep', 'jaklingko', 'angkot', 'mikrotrans', 'lacak', 'posisi', 'estimasi', 'pakai', 'aplikasi', 'jaklingko', 'jd', 'beda', 'konsep', 'matang', 'planningnya', 'konsep', 'alias', 'citra', 'doang']",klo pa anies konsep jaklingko angkot mikrotrans lacak posisi estimasi pakai aplikasi jaklingko jd beda konsep matang planningnya konsep alias citra doang
377,378,https://twitter.com/kepakkepik/statuses/1575293465826848768,kepakkepik,dih pake krl gw mah pakenya baswe sama jaklingko lebih murah malah gratis wkwk alias aslinya mah emang ga perlu krl aja buat aktivitas harian ga merasa miskin sama sekali karena saya ga punya hutang punya tempat bernaung dan bisa makan hari ini alhamdulillah ,Twitter for iPhone,2,0,in,reply,21679,292,345,"0,579710145","['dih', 'pake', 'krl', 'gw', 'mah', 'pakenya', 'baswe', 'sama', 'jaklingko', 'lebih', 'murah', 'malah', 'gratis', 'wkwk', 'alias', 'aslinya', 'mah', 'emang', 'ga', 'perlu', 'krl', 'aja', 'buat', 'aktivitas', 'harian', 'ga', 'merasa', 'miskin', 'sama', 'sekali', 'karena', 'saya', 'ga', 'punya', 'hutang', 'punya', 'tempat', 'bernaung', 'dan', 'bisa', 'makan', 'hari', 'ini', 'alhamdulillah']","['dih', 'pake', 'krl', 'gw', 'mah', 'pakenya', 'baswe', 'jaklingko', 'murah', 'gratis', 'alias', 'aslinya', 'mah', 'emang', 'ga', 'krl', 'aja', 'aktivitas', 'harian', 'ga', 'miskin', 'ga', 'hutang', 'bernaung', 'makan', 'alhamdulillah']","['dih', 'pake', 'krl', 'gw', 'mah', 'pakenya', 'baswe', 'jaklingko', 'murah', 'gratis', 'alias', 'asli', 'mah', 'emang', 'ga', 'krl', 'aja', 'aktivitas', 'hari', 'ga', 'miskin', 'ga', 'hutang', 'naung', 'makan', 'alhamdulillah']",dih pake krl gw mah pakenya baswe jaklingko murah gratis alias asli mah emang ga krl aja aktivitas hari ga miskin ga hutang naung makan alhamdulillah
378,379,https://twitter.com/randhilicious/statuses/1575287148269674496,randhilicious,bukan aplikasi jaklingko kak ,Twitter for Android,3,0,in,reply,11224,369,762,"0,393700787","['bukan', 'aplikasi', 'jaklingko', 'kak']","['aplikasi', 'jaklingko', 'kak']","['aplikasi', 'jaklingko', 'kak']",aplikasi jaklingko kak
381,382,https://twitter.com/ratnadewi1392/statuses/1575267294837555201,ratnadewi1392,saya juga pengguna tj yg saya tau  sebelum jokowi ahok memimpin dki banyak halte yg rusak jumlah bis berkurang dan rute bis tdk berkembang setelah jokowi dan dilanjutkan ahok tj semakin baik layanan  sekarang ini banyak tulisan integrasi dan jaklingko tapi  ,Twitter for Android,1,0,in,reply,8985,1425,1127,"0,088731145","['saya', 'juga', 'pengguna', 'tj', 'yg', 'saya', 'tau', 'sebelum', 'jokowi', 'ahok', 'memimpin', 'dki', 'banyak', 'halte', 'yg', 'rusak', 'jumlah', 'bis', 'berkurang', 'dan', 'rute', 'bis', 'tdk', 'berkembang', 'setelah', 'jokowi', 'dan', 'dilanjutkan', 'ahok', 'tj', 'semakin', 'baik', 'layanan', 'sekarang', 'ini', 'banyak', 'tulisan', 'integrasi', 'dan', 'jaklingko', 'tapi']","['pengguna', 'tau', 'jokowi', 'ahok', 'memimpin', 'dki', 'halte', 'rusak', 'bis', 'berkurang', 'rute', 'bis', 'tdk', 'berkembang', 'jokowi', 'dilanjutkan', 'ahok', 'layanan', 'tulisan', 'integrasi', 'jaklingko']","['guna', 'tau', 'jokowi', 'ahok', 'pimpin', 'dki', 'halte', 'rusak', 'bis', 'kurang', 'rute', 'bis', 'tdk', 'kembang', 'jokowi', 'lanjut', 'ahok', 'layan', 'tulis', 'integrasi', 'jaklingko']",guna tau jokowi ahok pimpin dki halte rusak bis kurang rute bis tdk kembang jokowi lanjut ahok layan tulis integrasi jaklingko
382,383,https://twitter.com/gangpaksike2/statuses/1575267066860273664,gangpaksike2,meskipun trotoarnya keciltapi ini kyknya sih di selatan dkisekilas ada jaklingko lewat ,Twitter for Android,0,0,in,reply,678,421,98,0,"['meskipun', 'trotoarnya', 'keciltapi', 'ini', 'kyknya', 'sih', 'di', 'selatan', 'dkisekilas', 'ada', 'jaklingko', 'lewat']","['trotoarnya', 'keciltapi', 'kyknya', 'sih', 'selatan', 'dkisekilas', 'jaklingko']","['trotoar', 'keciltapi', 'kyknya', 'sih', 'selatan', 'dkisekilas', 'jaklingko']",trotoar keciltapi kyknya sih selatan dkisekilas jaklingko
384,385,https://twitter.com/mondaysmoneyy/statuses/1575257274360410113,mondaysmoneyy,konten naik jaklingko ,Twitter for Android,0,0,in,reply,8607,566,519,0,"['konten', 'naik', 'jaklingko']","['konten', 'jaklingko']","['konten', 'jaklingko']",konten jaklingko
385,386,https://twitter.com/sinagadewi/statuses/1575253510417182720,sinagadewi,untuk menjadi perhatian yg berwenang saya perhatikan akhir akhir ini operasional jaklingko khususnya jak  kalau pagi itu melewati dari jam  sehingga mengakibatkan terjadinya penumpukan di tempat pemberhentian tolong diperhatikan di jam sibuk ,Twitter for Android,0,0,in,original,3563,230,232,0,"['untuk', 'menjadi', 'perhatian', 'yg', 'berwenang', 'saya', 'perhatikan', 'akhir', 'akhir', 'ini', 'operasional', 'jaklingko', 'khususnya', 'jak', 'kalau', 'pagi', 'itu', 'melewati', 'dari', 'jam', 'sehingga', 'mengakibatkan', 'terjadinya', 'penumpukan', 'di', 'tempat', 'pemberhentian', 'tolong', 'diperhatikan', 'di', 'jam', 'sibuk']","['perhatian', 'berwenang', 'perhatikan', 'operasional', 'jaklingko', 'jak', 'pagi', 'melewati', 'jam', 'mengakibatkan', 'penumpukan', 'pemberhentian', 'tolong', 'diperhatikan', 'jam', 'sibuk']","['perhati', 'wenang', 'perhati', 'operasional', 'jaklingko', 'jak', 'pagi', 'lewat', 'jam', 'akibat', 'tumpu', 'henti', 'tolong', 'perhati', 'jam', 'sibuk']",perhati wenang perhati operasional jaklingko jak pagi lewat jam akibat tumpu henti tolong perhati jam sibuk
386,387,https://twitter.com/SRIR84977887/statuses/1575250038145441793,SRIR84977887,diberi sarana transportasi yg memadai gk kabeh warga iso budal gowo mobil lg pula agr gk nambah kemacetan jln yg dilalui contoh jkt ada minibus jaklingko selain trans jkt byr dg e money ,Twitter for Android,0,0,in,reply,5765,174,30,0,"['diberi', 'sarana', 'transportasi', 'yg', 'memadai', 'gk', 'kabeh', 'warga', 'iso', 'budal', 'gowo', 'mobil', 'lg', 'pula', 'agr', 'gk', 'nambah', 'kemacetan', 'jln', 'yg', 'dilalui', 'contoh', 'jkt', 'ada', 'minibus', 'jaklingko', 'selain', 'trans', 'jkt', 'byr', 'dg', 'e', 'money']","['sarana', 'transportasi', 'memadai', 'gk', 'kabeh', 'warga', 'iso', 'budal', 'gowo', 'mobil', 'lg', 'agr', 'gk', 'nambah', 'kemacetan', 'jln', 'contoh', 'jkt', 'minibus', 'jaklingko', 'trans', 'jkt', 'byr', 'dg', 'e', 'money']","['sarana', 'transportasi', 'pada', 'gk', 'kabeh', 'warga', 'iso', 'budal', 'gowo', 'mobil', 'lg', 'agr', 'gk', 'nambah', 'macet', 'jln', 'contoh', 'jkt', 'minibus', 'jaklingko', 'trans', 'jkt', 'byr', 'dg', 'e', 'money']",sarana transportasi pada gk kabeh warga iso budal gowo mobil lg agr gk nambah macet jln contoh jkt minibus jaklingko trans jkt byr dg e money
387,388,https://twitter.com/aranisama/statuses/1575212648790364160,aranisama,hai min mau tanya stok kartu jaklingko di berbagai halte sudah habis kapan restok lagi butuh banget ,Twitter for Android,0,0,in,reply,320,48,20,0,"['hai', 'min', 'mau', 'tanya', 'stok', 'kartu', 'jaklingko', 'di', 'berbagai', 'halte', 'sudah', 'habis', 'kapan', 'restok', 'lagi', 'butuh', 'banget']","['hai', 'min', 'stok', 'kartu', 'jaklingko', 'halte', 'habis', 'restok', 'butuh', 'banget']","['hai', 'min', 'stok', 'kartu', 'jaklingko', 'halte', 'habis', 'restok', 'butuh', 'banget']",hai min stok kartu jaklingko halte habis restok butuh banget
388,389,https://twitter.com/satsuyurami/statuses/1575182584312926208,satsuyurami,min angkot jaklingko ada yang rute lebak bulusciputat ,Twitter Web App,0,0,in,original,318397,3516,508,0,"['min', 'angkot', 'jaklingko', 'ada', 'yang', 'rute', 'lebak', 'bulusciputat']","['min', 'angkot', 'jaklingko', 'rute', 'lebak', 'bulusciputat']","['min', 'angkot', 'jaklingko', 'rute', 'lebak', 'bulusciputat']",min angkot jaklingko rute lebak bulusciputat
389,390,https://twitter.com/diiizan/statuses/1575182559469715456,diiizan, kenapa kartu emoney mandiri bni tapcash bri brizzi bank dki jakcard tanpa logo jaklingko dapat di gunakan pada mikrotrans mesin tob dapat dengan lancar tap in tap out apa salahnya menggunakan kartu non jaklingko pdhl mesin support dapat membaca ,Twitter for Android,0,0,in,original,255,47,44,0,"['kenapa', 'kartu', 'emoney', 'mandiri', 'bni', 'tapcash', 'bri', 'brizzi', 'bank', 'dki', 'jakcard', 'tanpa', 'logo', 'jaklingko', 'dapat', 'di', 'gunakan', 'pada', 'mikrotrans', 'mesin', 'tob', 'dapat', 'dengan', 'lancar', 'tap', 'in', 'tap', 'out', 'apa', 'salahnya', 'menggunakan', 'kartu', 'non', 'jaklingko', 'pdhl', 'mesin', 'support', 'dapat', 'membaca']","['kartu', 'emoney', 'mandiri', 'bni', 'tapcash', 'bri', 'brizzi', 'bank', 'dki', 'jakcard', 'logo', 'jaklingko', 'mikrotrans', 'mesin', 'tob', 'lancar', 'tap', 'in', 'tap', 'out', 'salahnya', 'kartu', 'non', 'jaklingko', 'pdhl', 'mesin', 'support', 'membaca']","['kartu', 'emoney', 'mandiri', 'bni', 'tapcash', 'bri', 'brizzi', 'bank', 'dki', 'jakcard', 'logo', 'jaklingko', 'mikrotrans', 'mesin', 'tob', 'lancar', 'tap', 'in', 'tap', 'out', 'salah', 'kartu', 'non', 'jaklingko', 'pdhl', 'mesin', 'support', 'baca']",kartu emoney mandiri bni tapcash bri brizzi bank dki jakcard logo jaklingko mikrotrans mesin tob lancar tap in tap out salah kartu non jaklingko pdhl mesin support baca
390,391,https://twitter.com/theresiaeka/statuses/1575161414733352966,theresiaeka,mau rajin ah mulai mingdep biar pp bisa pake jaklingko yang gratis mayan duit transport bisa buat jajan omom halla ,Twitter Web App,0,0,in,original,37395,1364,728,0,"['mau', 'rajin', 'ah', 'mulai', 'mingdep', 'biar', 'pp', 'bisa', 'pake', 'jaklingko', 'yang', 'gratis', 'mayan', 'duit', 'transport', 'bisa', 'buat', 'jajan', 'omom', 'halla']","['rajin', 'ah', 'mingdep', 'biar', 'pp', 'pake', 'jaklingko', 'gratis', 'mayan', 'duit', 'transport', 'jajan', 'omom', 'halla']","['rajin', 'ah', 'mingdep', 'biar', 'pp', 'pake', 'jaklingko', 'gratis', 'mayan', 'duit', 'transport', 'jajan', 'omom', 'halla']",rajin ah mingdep biar pp pake jaklingko gratis mayan duit transport jajan omom halla
392,393,https://twitter.com/Penjejakbumi01/statuses/1575138498788458498,Penjejakbumi01,itu efek kelamaan tinggal di jepang mungkin jd gak bisa membedakan transportasi umum sebelum dan setelah anies setelah anies jd gubernur angkotkopaja yg asap ngepul itu hilang berganti dengan jaklingko ,Twitter for Android,0,0,in,reply,5963,233,273,0,"['itu', 'efek', 'kelamaan', 'tinggal', 'di', 'jepang', 'mungkin', 'jd', 'gak', 'bisa', 'membedakan', 'transportasi', 'umum', 'sebelum', 'dan', 'setelah', 'anies', 'setelah', 'anies', 'jd', 'gubernur', 'angkotkopaja', 'yg', 'asap', 'ngepul', 'itu', 'hilang', 'berganti', 'dengan', 'jaklingko']","['efek', 'tinggal', 'jepang', 'jd', 'gak', 'membedakan', 'transportasi', 'anies', 'anies', 'jd', 'gubernur', 'angkotkopaja', 'asap', 'ngepul', 'hilang', 'berganti', 'jaklingko']","['efek', 'tinggal', 'jepang', 'jd', 'gak', 'beda', 'transportasi', 'anies', 'anies', 'jd', 'gubernur', 'angkotkopaja', 'asap', 'ngepul', 'hilang', 'ganti', 'jaklingko']",efek tinggal jepang jd gak beda transportasi anies anies jd gubernur angkotkopaja asap ngepul hilang ganti jaklingko
393,394,https://twitter.com/serassii/statuses/1575129638463905793,serassii,halo min mau tanya naek mrt bisa pake kartu jaklingko ngga min ,Twitter for Android,0,0,in,original,702,45,2,0,"['halo', 'min', 'mau', 'tanya', 'naek', 'mrt', 'bisa', 'pake', 'kartu', 'jaklingko', 'ngga', 'min']","['halo', 'min', 'naek', 'mrt', 'pake', 'kartu', 'jaklingko', 'ngga', 'min']","['halo', 'min', 'naek', 'mrt', 'pake', 'kartu', 'jaklingko', 'ngga', 'min']",halo min naek mrt pake kartu jaklingko ngga min
394,395,https://twitter.com/cinta_damai2024/statuses/1575125475373916160,cinta_damai2024,klo ke skybridge csw jpo pinisi dan jpo keren lainnya ingat anies lewat fly over u turn lenteng agung dan tanjung barat ingat anies naik angkot jaklingko gratis ingat anies transportasi terintegrasi jaklingko ingat anies lagi ,Twitter Web App,0,0,in,reply,361,625,63,0,"['klo', 'ke', 'skybridge', 'csw', 'jpo', 'pinisi', 'dan', 'jpo', 'keren', 'lainnya', 'ingat', 'anies', 'lewat', 'fly', 'over', 'u', 'turn', 'lenteng', 'agung', 'dan', 'tanjung', 'barat', 'ingat', 'anies', 'naik', 'angkot', 'jaklingko', 'gratis', 'ingat', 'anies', 'transportasi', 'terintegrasi', 'jaklingko', 'ingat', 'anies', 'lagi']","['klo', 'skybridge', 'csw', 'jpo', 'pinisi', 'jpo', 'keren', 'anies', 'fly', 'over', 'u', 'turn', 'lenteng', 'agung', 'tanjung', 'barat', 'anies', 'angkot', 'jaklingko', 'gratis', 'anies', 'transportasi', 'terintegrasi', 'jaklingko', 'anies']","['klo', 'skybridge', 'csw', 'jpo', 'pinisi', 'jpo', 'keren', 'anies', 'fly', 'over', 'u', 'turn', 'lenteng', 'agung', 'tanjung', 'barat', 'anies', 'angkot', 'jaklingko', 'gratis', 'anies', 'transportasi', 'integrasi', 'jaklingko', 'anies']",klo skybridge csw jpo pinisi jpo keren anies fly over u turn lenteng agung tanjung barat anies angkot jaklingko gratis anies transportasi integrasi jaklingko anies
395,396,https://twitter.com/rzksptra_/statuses/1575120065048895491,rzksptra_,gratis kok ka pesen via jaklingko ,Twitter for Android,0,0,in,reply,475,97,49,0,"['gratis', 'kok', 'ka', 'pesen', 'via', 'jaklingko']","['gratis', 'ka', 'pesen', 'via', 'jaklingko']","['gratis', 'ka', 'sen', 'via', 'jaklingko']",gratis ka sen via jaklingko
396,397,https://twitter.com/ApatisRakyat/statuses/1575117136078381056,ApatisRakyat,hi min apakah kartu jaklingko sudah tersedia ,Twitter for Android,0,0,in,reply,2031,295,15,0,"['hi', 'min', 'apakah', 'kartu', 'jaklingko', 'sudah', 'tersedia']","['hi', 'min', 'kartu', 'jaklingko', 'tersedia']","['hi', 'min', 'kartu', 'jaklingko', 'sedia']",hi min kartu jaklingko sedia
397,398,https://twitter.com/bunnyzenjunnies/statuses/1575113478796627969,bunnyzenjunnies,nunggu jaklingko tu lama bener anjir sama kek naik teje ,Twitter for Android,0,0,in,reply,36060,1674,965,0,"['nunggu', 'jaklingko', 'tu', 'lama', 'bener', 'anjir', 'sama', 'kek', 'naik', 'teje']","['nunggu', 'jaklingko', 'tu', 'bener', 'anjir', 'kek', 'teje']","['nunggu', 'jaklingko', 'tu', 'bener', 'anjir', 'kek', 'teje']",nunggu jaklingko tu bener anjir kek teje
398,399,https://twitter.com/DniaFrh/statuses/1575111196709048320,DniaFrh,dear  mohon maaf ini mah ya nanya wajib masker untuk penumpang jaklingko masih berlaku tidak ya sepertinya gak banyak driver yg ingetin utk maskernya tadi sore aja ada penumpang kakek yg sakit batuk tapi maskernya tidak dipasang dengan baik tp tak ditegur ,Twitter for Android,0,0,in,original,127,9,1,0,"['dear', 'mohon', 'maaf', 'ini', 'mah', 'ya', 'nanya', 'wajib', 'masker', 'untuk', 'penumpang', 'jaklingko', 'masih', 'berlaku', 'tidak', 'ya', 'sepertinya', 'gak', 'banyak', 'driver', 'yg', 'ingetin', 'utk', 'maskernya', 'tadi', 'sore', 'aja', 'ada', 'penumpang', 'kakek', 'yg', 'sakit', 'batuk', 'tapi', 'maskernya', 'tidak', 'dipasang', 'dengan', 'baik', 'tp', 'tak', 'ditegur']","['dear', 'mohon', 'maaf', 'mah', 'ya', 'nanya', 'wajib', 'masker', 'penumpang', 'jaklingko', 'berlaku', 'ya', 'gak', 'driver', 'ingetin', 'utk', 'maskernya', 'sore', 'aja', 'penumpang', 'kakek', 'sakit', 'batuk', 'maskernya', 'dipasang', 'tp', 'ditegur']","['dear', 'mohon', 'maaf', 'mah', 'ya', 'nanya', 'wajib', 'masker', 'tumpang', 'jaklingko', 'laku', 'ya', 'gak', 'driver', 'ingetin', 'utk', 'masker', 'sore', 'aja', 'tumpang', 'kakek', 'sakit', 'batuk', 'masker', 'pasang', 'tp', 'tegur']",dear mohon maaf mah ya nanya wajib masker tumpang jaklingko laku ya gak driver ingetin utk masker sore aja tumpang kakek sakit batuk masker pasang tp tegur
399,400,https://twitter.com/speakingsonar/statuses/1575109873787805696,speakingsonar,mimin mau tanya untuk angkot jaklingko itu beroperasi sampe malam ga ,Twitter Web App,0,0,in,original,3774,39,6,0,"['mimin', 'mau', 'tanya', 'untuk', 'angkot', 'jaklingko', 'itu', 'beroperasi', 'sampe', 'malam', 'ga']","['mimin', 'angkot', 'jaklingko', 'beroperasi', 'sampe', 'malam', 'ga']","['mimin', 'angkot', 'jaklingko', 'operasi', 'sampe', 'malam', 'ga']",mimin angkot jaklingko operasi sampe malam ga
